Subject,courseNo,courseName,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
CS,498,Cloud Networking,2018,Fall,"Godfrey, Philip B",8,8,3,3,2,0,0,2,0,0,0,0,4,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Computational Advertising,2018,Fall,"Sundaram, Hari",7,17,24,7,4,1,0,0,0,0,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Computational Photography,2013,Fall,"Hoiem, Derek W",4,7,9,2,2,0,0,0,1,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Computational Photography,2014,Fall,"Hoiem, Derek W",12,6,3,2,1,3,0,0,0,0,0,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Cyber Dystopia,2018,Fall,"Gunter, Carl",6,22,1,0,1,0,0,1,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Data Science & Analytics,2019,Spring,"Campbell, R H",1,1,4,4,3,6,1,3,0,0,2,0,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Digital Forensics,2013,Fall,"Campbell, R H",0,21,0,0,1,0,0,0,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Digital Forensics,2014,Fall,"Campbell, R H",3,8,9,2,6,2,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Digital Forensics,2015,Fall,"Campbell, R H",2,5,12,12,2,1,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Digital Forensics,2016,Fall,"Campbell, R H",0,12,6,1,8,0,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Digital Forensics,2017,Fall,"Campbell, R H",0,29,1,1,4,0,0,0,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Digital Forensics,2018,Fall,"Campbell, R H",0,37,0,0,1,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Experimental Methods for HCI,2018,Fall,"Kirlik, Alex",4,6,3,3,8,2,0,1,0,0,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Internet of Things,2019,Spring,"Caesar, Matthew C",11,28,3,0,2,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Intro to Data Science,2016,Fall,"Stodden, Victoria",11,9,15,3,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Intro to Parallel Programming,2013,Spring,"Padua, David A",0,6,0,4,7,0,2,7,1,0,1,2,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Introduction to Deep Learning,2018,Fall,"Lazebnik, Svetlana",49,10,2,1,12,0,0,10,2,0,3,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Learning and Computer Science,2018,Spring,"Herman, Geoffrey L",2,7,1,1,6,0,0,2,0,0,1,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Mobile Interaction Design,2016,Spring,"Bailey, Brian P",3,17,11,5,6,1,0,0,1,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Probability in CS,2015,Fall,"Forsyth, David A",1,26,7,17,17,7,1,1,2,0,1,0,3,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Probability in CS,2015,Spring,"Forsyth, David A",2,16,8,8,10,10,1,2,0,0,1,0,6,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Probability in CS,2016,Spring,"Smaragdis, Paris",14,15,13,7,1,1,2,2,2,2,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Probability in Computer Sci,2012,Fall,"Forsyth, David A",0,4,7,6,2,2,2,1,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Probability in Computer Sci,2013,Fall,"Forsyth, David A",3,9,4,6,6,8,4,1,2,0,2,0,4,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Probability in Computer Sci,2014,Fall,"Forsyth, David A",10,11,11,13,11,8,8,0,1,0,0,0,3,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Social & Information Networks,2016,Fall,"Sundaram, Hari",5,26,9,3,3,6,3,3,2,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Socio-Computer Interaction,2013,Fall,"Fu, Wai-Tat",0,8,6,5,7,9,1,0,0,0,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Software Testing,2015,Spring,"Marinov, Darko",6,4,3,3,4,5,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Software Testing,2016,Spring,"Marinov, Darko",9,3,3,4,5,3,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Special Topics,2011,Fall,"Fu, Wai-Tat",2,10,1,3,8,1,0,1,0,0,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Special Topics,2011,Fall,"Hoiem, Derek W",6,8,4,1,2,0,0,1,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Special Topics,2011,Spring,"Garnett, Guy E",2,11,13,5,3,1,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,The Art of Web Programming,2016,Fall,"Kumar, Ranjitha",4,22,11,19,13,9,8,1,6,1,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,The Art of Web Programming,2017,Fall,"Kumar, Ranjitha",5,37,29,27,28,19,5,7,7,0,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Theory II,2015,Fall,"Har-Peled, Sariel",0,5,5,4,4,2,2,3,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Theory II,2015,Spring,"Erickson, Jeff G",4,11,5,8,7,3,3,0,2,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Theory II,2016,Fall,"Chekuri, Chandra S",2,7,8,7,11,10,2,1,0,1,1,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Theory II,2016,Spring,"Erickson, Jeff G",5,18,15,14,15,11,12,5,3,2,0,1,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Theory II,2017,Fall,"Chan, Timothy M",5,5,7,6,7,6,4,3,4,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Theory II,2017,Spring,"Erickson, Jeff G",3,13,18,14,13,10,11,10,4,2,1,0,5,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Using Tech to Solve Adv Probs,2014,Spring,"Clifton, Rhiannon L",0,11,5,2,3,0,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2015,Fall,"Yershova, Ganna",5,46,19,16,7,3,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2015,Spring,"Lavalle, Steven M",11,41,28,7,5,1,0,0,1,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2016,Fall,"Yershova, Ganna",0,81,49,31,12,1,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2016,Spring,"Lavalle, Steven M",10,26,22,9,19,6,0,4,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2017,Fall,"Yershova, Ganna",28,114,12,2,2,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2017,Spring,"Lavalle, Steven M",17,53,30,17,53,8,0,5,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2018,Fall,"Shaffer, Eric G",0,49,36,21,38,11,2,8,0,0,2,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2018,Spring,"Angrave, Lawrence C",49,31,17,27,18,7,6,1,1,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,498,Virtual Reality,2019,Spring,"Shaffer, Eric G",1,30,41,27,20,10,6,1,1,0,1,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,510,Advanced Information Retrieval,2017,Fall,"Zhai, Chengxiang",16,40,15,8,8,0,0,0,0,0,0,0,0,"Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. "
CS,510,Advanced Information Retrieval,2018,Fall,"Zhai, Chengxiang",17,44,11,5,2,3,0,0,0,0,0,0,0,"Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. "
CS,511,Advanced Data Management,2014,Spring,"Chang, Kevin C",7,13,18,2,3,2,1,0,1,0,0,0,0,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. "
CS,511,Advanced Data Management,2016,Spring,"Chang, Kevin C",4,15,10,3,5,2,1,0,0,0,0,0,0,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. "
CS,511,Advanced Data Management,2017,Spring,"Chang, Kevin C",1,8,17,4,1,2,0,0,0,0,0,0,1,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. "
CS,512,Data Mining Principles,2013,Spring,"Han, Jiawei",10,34,20,6,2,1,3,0,0,0,0,0,1,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2014,Spring,"Han, Jiawei",10,34,11,5,5,1,1,3,1,0,0,0,0,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2015,Spring,"Han, Jiawei",10,31,19,0,3,1,0,1,0,0,0,0,0,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2016,Spring,"Han, Jiawei",10,39,6,5,2,0,0,0,0,0,1,0,0,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2017,Spring,"Han, Jiawei",9,32,17,3,1,1,1,0,1,0,0,0,0,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2018,Spring,"Han, Jiawei",9,24,16,8,8,5,3,1,1,0,0,0,1,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2019,Spring,"Han, Jiawei",12,22,22,4,6,0,0,1,0,0,1,0,0,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,519,Scientific Visualization,2015,Fall,"Shaffer, Eric G",2,21,4,2,2,0,0,0,0,0,0,0,0,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,519,Scientific Visualization,2015,Spring,"Shaffer, Eric G",0,15,5,3,1,0,0,0,0,0,0,0,1,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,519,Scientific Visualization,2016,Fall,"Shaffer, Eric G",0,13,9,7,1,0,0,1,0,0,0,0,1,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,519,Scientific Visualization,2017,Fall,"Shaffer, Eric G",7,17,6,4,6,0,0,0,0,0,0,0,0,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,523,Advanced Operating Systems,2013,Fall,"Campbell, R H",0,8,17,6,0,0,0,0,0,0,0,0,1,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. "
CS,523,Advanced Operating Systems,2017,Fall,"Campbell, R H",11,10,5,5,1,0,0,0,0,0,0,0,0,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. "
CS,525,Advanced Distributed Systems,2011,Spring,"Gupta, Indranil",3,8,11,5,0,1,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2013,Spring,"Gupta, Indranil",5,7,12,2,0,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2014,Spring,"Gupta, Indranil",11,18,16,6,1,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2015,Spring,"Gupta, Indranil",3,17,40,4,0,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2016,Spring,"Gupta, Indranil",8,13,24,26,1,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2017,Spring,"Gupta, Indranil",7,13,13,14,3,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2018,Spring,"Gupta, Indranil",8,9,33,5,1,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,527,Adv Topics in Software Eng,2010,Fall,"Marinov, Darko",6,9,8,3,0,0,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2013,Fall,"Xie, Tao",15,17,3,2,2,2,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2014,Fall,"Marinov, Darko",6,5,6,11,4,2,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2015,Fall,"Xie, Tao",6,11,8,1,3,1,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2016,Fall,"Marinov, Darko",4,8,3,2,2,1,0,0,0,0,0,0,1,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2017,Fall,"Marinov, Darko",4,11,5,3,0,0,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2019,Spring,"Xie, Tao",12,5,2,3,0,1,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,528,Obj-Oriented Progrmg & Design,2013,Spring,"Johnson, Ralph E",0,29,0,0,12,0,0,0,0,0,0,0,0,"Principles of object-oriented design; design patterns; use and design of frameworks; reflection, refractoring, use of unit tests as specifications. "
CS,533,Parallel Computer Architecture,2010,Spring,"Torrellas, Josep",3,19,0,3,5,0,0,0,0,0,0,0,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2011,Spring,"Torrellas, Josep",6,12,6,4,5,0,0,2,0,0,0,0,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2013,Spring,"Torrellas, Josep",6,9,3,0,8,0,0,0,0,0,0,0,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2014,Spring,"Torrellas, Josep",6,10,0,3,4,0,0,0,0,0,0,0,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2015,Spring,"Torrellas, Josep",4,6,1,2,6,1,0,1,0,0,0,0,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2016,Spring,"Torrellas, Josep",3,11,3,4,9,0,0,0,0,0,0,0,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2019,Spring,"Torrellas, Josep",2,14,0,2,4,0,0,0,0,0,0,0,1,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,538,Advanced Computer Networks,2013,Fall,"Godfrey, Philip B",3,36,3,1,0,1,0,0,0,0,0,0,0,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2016,Spring,"Nahrstedt, Klara",0,15,2,4,0,0,0,0,0,0,0,0,0,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2017,Spring,"Godfrey, Philip B",2,16,0,2,1,1,1,0,0,0,0,0,0,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2018,Spring,"Godfrey, Philip B",2,19,0,0,1,1,1,0,0,0,0,0,0,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2019,Spring,"Godfrey, Philip B",1,26,4,3,1,1,1,0,1,0,0,0,0,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,544,Optimiz in Computer Vision,2014,Spring,"Forsyth, David A",0,29,0,2,0,0,0,0,0,0,0,0,0,
CS,546,Machine Learning in NLP,2011,Spring,"Roth, Dan",0,20,0,0,1,0,0,0,0,0,0,0,0,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. "
